iso3,country,year,share_crude_oil,expgdp_crude_oil,share_copper_total,expgdp_copper_total
ARE,United Arab Emirates,2004,0.315321913711688,0.193354718256975,5.9277753260222e-05,3.63489906096934e-05
ARE,United Arab Emirates,2005,0.3514842995466,0.224675081072552,7.95515191593739e-05,5.08507607299464e-05
ARE,United Arab Emirates,2006,0.378679107034841,0.242951535217926,0.0001161991088032,7.45505927056461e-05
ARE,United Arab Emirates,2007,0.377156276983286,0.229078676333841,5.89448842524612e-05,3.58021777317621e-05
ARE,United Arab Emirates,2008,0.38324641787619,0.255121813436715,4.9192480952381e-05,3.27467508178429e-05
ARE,United Arab Emirates,2009,0.240797193366719,0.165938818487302,0.000191782297896695,0.000132161540069494
ARE,United Arab Emirates,2010,0.330114186220143,0.212786642469519,0.000893482899950596,0.000575925647308082
ARE,United Arab Emirates,2011,0.364021324217203,0.24922880158913,0.0016378314512425,0.00112134851076634
ARE,United Arab Emirates,2012,0.27587510046755,0.245906158717187,0.00157529968611031,0.00140417128614817
ARE,United Arab Emirates,2013,0.28800035999295,0.260991731826303,0.00134359648068772,0.0012175942154343
ARE,United Arab Emirates,2014,0.209684745517581,0.169274664312699,0.000716936626572877,0.000578769840872508
ARE,United Arab Emirates,2015,0.105029515491291,0.0826213549012103,0.000325952825425735,0.00025641043800478
ARE,United Arab Emirates,2016,0.0852769738055969,0.0659145098397845,0.000179811508088622,0.000138984615545024
ARE,United Arab Emirates,2017,0.0999560213101566,0.0777116123640227,0.000101718666128945,7.90819947491726e-05
ARE,United Arab Emirates,2018,0.188908911669829,0.166356247507688,4.7728766160835e-05,4.20307245778101e-05
ARE,United Arab Emirates,2019,0.326849366307554,0.293331796273858,4.47968388176595e-05,4.02030370938824e-05
ARE,United Arab Emirates,2020,0.313523215777995,0.29432964535907,8.75383116071074e-05,8.21793057548115e-05
ARE,United Arab Emirates,2021,0.232945711915586,0.234444931894414,0.000174614407852126,0.000175738212221352
ARE,United Arab Emirates,2022,0.299592235010064,0.302063352083908,0.000239510778200854,0.000241486327311338
ARE,United Arab Emirates,2023,0.285434075593569,0.311443957439509,0.000232598752041169,0.000253794070243886
ARG,Argentina,2000,0.106627082503913,0.00883898518373988,1.18129780624779e-05,9.79251571159275e-07
ARG,Argentina,2001,0.0899704241445539,0.00796920975897158,3.05726534484112e-06,2.70799977365098e-07
ARG,Argentina,2002,0.0865009252651455,0.0197752439933131,2.51982048579951e-05,5.76063952764588e-06
ARG,Argentina,2003,0.0767779276170229,0.016138588748236,6.45758380309239e-06,1.35737304378962e-06
ARG,Argentina,2004,0.0652439719723039,0.0136792352359758,9.33025068121125e-08,1.95620668117955e-08
ARG,Argentina,2005,0.0625581873481357,0.0125906812011662,1.88216409792797e-05,3.78810977904684e-06
ARG,Argentina,2006,0.0516925470004378,0.0103313676553939,2.07745745029126e-05,4.15204472459337e-06
ARG,Argentina,2007,0.0232343573187614,0.00450124405305622,1.11883775717726e-05,2.16754943196224e-06
ARG,Argentina,2008,0.0231102926320206,0.00445104768873179,3.90080666615413e-06,7.51296263186126e-07
ARG,Argentina,2009,0.044301471975956,0.00737033347577794,1.8048621559015e-05,3.0027074436771e-06
ARG,Argentina,2010,0.037895933647312,0.00608278291334004,1.20860827090866e-05,1.9399711345352e-06
ARG,Argentina,2011,0.026297841608084,0.00413578775651765,4.1077430380087e-06,6.46013221035395e-07
ARG,Argentina,2012,0.0326474872921592,0.00450470395193094,2.82812665967376e-05,3.90225233151505e-06
ARG,Argentina,2013,0.0228634411509772,0.0028403230145011,3.01642584183301e-05,3.7473028156691e-06
ARG,Argentina,2014,0.0236773355697529,0.00287365585189509,1.40516336683137e-05,1.70540976625847e-06
ARG,Argentina,2015,0.0118154816851912,0.00104430715311675,1.47224693445885e-08,1.30124022513324e-09
ARG,Argentina,2016,0.0129328282265933,0.00134442995323057,2.41754130085635e-06,2.51315093736417e-07
ARG,Argentina,2017,0.00985243928879497,0.000893402048516683,9.58173751122801e-05,8.68855282428971e-06
ARG,Argentina,2018,0.0239582559691995,0.00281229759278151,0,0
ARG,Argentina,2019,0.017198896560907,0.00250673013177038,0,0
ARG,Argentina,2020,0.0103921303448624,0.0014806157466162,0,0
ARG,Argentina,2021,0.0149041163546509,0.00238980762608016,0,0
ARG,Argentina,2022,0.0347396040528168,0.00484999566329398,0,0
ARG,Argentina,2023,0.0558994359673005,0.0057535354298153,0,0
ARG,Argentina,2024,0.0618683949799404,0.00773830253040484,0,0
BHR,Bahrain,2000,0,0,0,0
BHR,Bahrain,2001,0,0,0,0
BHR,Bahrain,2002,0,0,0,0
BHR,Bahrain,2003,0,0,0,0
BHR,Bahrain,2004,0,0,0,0
BHR,Bahrain,2005,0,0,0,0
BHR,Bahrain,2006,0,0,0,0
BHR,Bahrain,2007,0,0,0,0
BHR,Bahrain,2008,0,0,0,0
BHR,Bahrain,2009,0,0,0,0
BHR,Bahrain,2010,0,0,0,0
BHR,Bahrain,2011,0.00105114895014914,0.00079277736921277,3.06268306332033e-07,2.30987798763162e-07
BHR,Bahrain,2012,0,0,1.28447205695756e-05,6.67944185464443e-06
BHR,Bahrain,2013,0,0,4.50035207611335e-07,2.66593737988942e-07
BHR,Bahrain,2014,0.228716982414051,0.156187386334225,2.02434447490024e-07,1.38239438644926e-07
BHR,Bahrain,2015,0,0,1.21339424519242e-06,5.17927189988623e-07
BHR,Bahrain,2016,0,0,1.27969136084616e-06,3.98273070680242e-07
BHR,Bahrain,2017,0,0,9.20864253159988e-07,3.09026233033195e-07
BHR,Bahrain,2018,0,0,3.45547819090957e-06,1.25298963809139e-06
BHR,Bahrain,2019,0,0,0.00013026451491758,4.56274052463718e-05
BHR,Bahrain,2020,0,0,2.08698891720138e-06,6.73139963167588e-07
BHR,Bahrain,2021,0,0,1.2702579361924e-05,5.66047769343781e-06
BHR,Bahrain,2022,0,0,2.95677413513541e-07,1.41621851995351e-07
BHR,Bahrain,2023,0,0,8.69240960301499e-06,2.33473540872878e-06
BHR,Bahrain,2024,0,0,4.14134303260696e-07,1.09469348333687e-07
BRA,Brazil,2000,0.00288372210410384,0.000241946762091619,0.000438367475998328,3.6779407860811e-05
BRA,Brazil,2001,0.0124219032765011,0.00128731199574272,0.000364947022623608,3.78203460111218e-05
BRA,Brazil,2002,0.0281218064787606,0.00331772757641262,0.00130729708368985,0.000154231044452901
BRA,Brazil,2003,0.0291585253130462,0.00380116422562662,0.000600969348969216,7.83435775806475e-05
BRA,Brazil,2004,0.0265746281384748,0.00377662359963543,0.00062560497501676,8.89071523554812e-05
BRA,Brazil,2005,0.0351182967728871,0.00467092628693644,0.000968300367556582,0.000128789265314317
BRA,Brazil,2006,0.0501149724595524,0.00622458786975411,0.00283830331401105,0.00035253473187749
BRA,Brazil,2007,0.0557206758744214,0.00637390048771969,0.00423656272414391,0.000484621350870437
BRA,Brazil,2008,0.0698939328518761,0.0080683546040198,0.00355428955014309,0.000410296964068272
BRA,Brazil,2009,0.0616043738640209,0.00560209000577521,0.00273523702947795,0.000248733053599201
BRA,Brazil,2010,0.081290705817737,0.00737691310877329,0.00165494456106799,0.000150181771753934
BRA,Brazil,2011,0.0851646018825132,0.00826438133041472,0.00205632288178679,0.000199545774393302
BRA,Brazil,2012,0.0845560652108632,0.00823417453439516,0.000574152243012674,5.59116577443748e-05
BRA,Brazil,2013,0.0557170136888751,0.00524195652335744,0.00274199555764791,0.000257971857226431
BRA,Brazil,2014,0.0740391535967379,0.00665977996339659,0.00137195030374956,0.000123406153363829
BRA,Brazil,2015,0.0630776572227541,0.00654501282133901,0.0030491849882326,0.000316387065108336
BRA,Brazil,2016,0.0561133078829368,0.00560708088067496,0.00271843334877713,0.000271637446274175
BRA,Brazil,2017,0.0773299710126409,0.00805663732051898,0.00141020439373418,0.000146922405366755
BRA,Brazil,2018,0.108893745158773,0.0131727637289547,0.0013018526174663,0.000157483764699254
BRA,Brazil,2019,0.109437383727944,0.0129182299451338,0.00139984267079071,0.000165240513728283
BRA,Brazil,2020,0.0937653469219576,0.0132876934012243,0.000576725626882917,8.17290561834899e-05
BRA,Brazil,2021,0.109000686812137,0.0183216004608985,0.000981309886019904,0.000164945452967408
BRA,Brazil,2022,0.127631721452615,0.02187059478474,0.000536665800099718,9.19614662814593e-05
BRA,Brazil,2023,0.125439151325767,0.0194470489964799,0.000272079970516393,4.21810293012258e-05
BRA,Brazil,2024,0.133050251462852,0.0205756142580594,0.000151409859179416,2.34148438134489e-05
CHL,Chile,2000,0,0,0.272006322189917,0.0633157850223642
CHL,Chile,2001,7.42137763561478e-05,1.9452270089629e-05,0.250160944213782,0.0655700126263686
CHL,Chile,2002,0,0,0.260578400471498,0.0645861078312825
CHL,Chile,2003,0,0,0.236699043311275,0.0672802091376065
CHL,Chile,2004,0,0,0.293315154201092,0.098040690716398
CHL,Chile,2005,0,0,0.284936273807434,0.0980290350909537
CHL,Chile,2006,0,0,0.350710551563603,0.135678250932755
CHL,Chile,2007,0,0,0.344118012451565,0.13702767365161
CHL,Chile,2008,0,0,0.32971910235996,0.118723955305895
CHL,Chile,2009,0,0,0.345742972015715,0.111938105868837
CHL,Chile,2010,0,0,0.368828078401724,0.121331474741526
CHL,Chile,2011,0,0,0.357140892022278,0.116367972514483
CHL,Chile,2012,0,0,0.324140916659378,0.0949783398261149
CHL,Chile,2013,0,0,0.290566981322911,0.0807805652978703
CHL,Chile,2014,0,0,0.27508413073431,0.0799005307735722
