#NAME?;SAUDI ARABIA SNR CR14 5Y $ - CDS PREM. MID;GOVT OF RUSSIA SNR CR14 5Y $ - CDS PREM. MID;#ERROR;UNITED ARAB EMIRATES SNR CR14 5Y$ - CDS PREM. MID;ABU DHABI CITY OF SEN 5YR CDS - CDS PREM. MID;REPUBLIC OF TURKEY SNR CR14 5Y $ - CDS PREM. MID;USA (GOVERNMENT) SNR CR 5Y $ - CDS PREM. MID;BRAZIL, REPUBLIC OF SNR CR14 5Y $ - CDS PREM. MID;UNITED MX STATES SNR CR14 5Y $ - CDS PREM. MID;STATE OF ISRAEL SNR CR14 5Y $ - CDS PREM. MID;ARAB REP OF EGYPT SNR CR14 5Y $ - CDS PREM. MID;REP OF INDONESIA SNR CR14 5Y $ - CDS PREM. MID;REPUBLIC OF INDIA SNR CR14 5Y $ - CDS PREM. MID;REP OF SOUTH AFRICA SNR CR14 5Y $ - CDS PREM. MID;REPUBLIC OF IRAQ SNR CR14 5Y $ - CDS PREM. MID;REP OF KAZAKHSTAN SNR CR14 5Y $ - CDS PREM. MID;KUWAIT SNR CR14 5Y USD - CDS PREM. MID;STATE OF QATAR SNR CR14 5Y $ - CDS PREM. MID;REPUBLIC OF POLAND SNR CR14 5Y $ - CDS PREM. MID;REPUBLIC OF CHILE SNR CR14 5Y $ - CDS PREM. MID;REP OF PHILIPINES SNR CR14 5Y $ - CDS PREM. MID;KINGDOM OF BAHRAIN SNR CR14 5Y $ - CDS PREM. MID;ARGENTINE REPUBLIC SNR CR1414 5Y $ - CDS PREM. MID
31.12.1999;;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;;;;;;;;;;;
07.01.2000;;;;;;;;;;;;;;;;;;;;;;;
14.01.2000;;;;;;;;;;;;;;;;;;;;;;;
21.01.2000;;;;;;;;;;;;;;;;;;;;;;;
28.01.2000;;;;;;;;;;;;;;;;;;;;;;;
04.02.2000;;;;;;;;;;;;;;;;;;;;;;;
11.02.2000;;;;;;;;;;;;;;;;;;;;;;;
18.02.2000;;;;;;;;;;;;;;;;;;;;;;;
25.02.2000;;;;;;;;;;;;;;;;;;;;;;;
03.03.2000;;;;;;;;;;;;;;;;;;;;;;;
10.03.2000;;;;;;;;;;;;;;;;;;;;;;;
17.03.2000;;;;;;;;;;;;;;;;;;;;;;;
24.03.2000;;;;;;;;;;;;;;;;;;;;;;;
31.03.2000;;;;;;;;;;;;;;;;;;;;;;;
07.04.2000;;;;;;;;;;;;;;;;;;;;;;;
14.04.2000;;;;;;;;;;;;;;;;;;;;;;;
21.04.2000;;;;;;;;;;;;;;;;;;;;;;;
28.04.2000;;;;;;;;;;;;;;;;;;;;;;;
05.05.2000;;;;;;;;;;;;;;;;;;;;;;;
12.05.2000;;;;;;;;;;;;;;;;;;;;;;;
19.05.2000;;;;;;;;;;;;;;;;;;;;;;;
26.05.2000;;;;;;;;;;;;;;;;;;;;;;;
02.06.2000;;;;;;;;;;;;;;;;;;;;;;;
09.06.2000;;;;;;;;;;;;;;;;;;;;;;;
16.06.2000;;;;;;;;;;;;;;;;;;;;;;;
23.06.2000;;;;;;;;;;;;;;;;;;;;;;;
30.06.2000;;;;;;;;;;;;;;;;;;;;;;;
07.07.2000;;;;;;;;;;;;;;;;;;;;;;;
14.07.2000;;;;;;;;;;;;;;;;;;;;;;;
21.07.2000;;;;;;;;;;;;;;;;;;;;;;;
28.07.2000;;;;;;;;;;;;;;;;;;;;;;;
04.08.2000;;;;;;;;;;;;;;;;;;;;;;;
11.08.2000;;;;;;;;;;;;;;;;;;;;;;;
18.08.2000;;;;;;;;;;;;;;;;;;;;;;;
25.08.2000;;;;;;;;;;;;;;;;;;;;;;;
01.09.2000;;;;;;;;;;;;;;;;;;;;;;;
08.09.2000;;;;;;;;;;;;;;;;;;;;;;;
15.09.2000;;;;;;;;;;;;;;;;;;;;;;;
22.09.2000;;;;;;;;;;;;;;;;;;;;;;;
29.09.2000;;;;;;;;;;;;;;;;;;;;;;;
06.10.2000;;;;;;;;;;;;;;;;;;;;;;;
13.10.2000;;;;;;;;;;;;;;;;;;;;;;;
20.10.2000;;;;;;;;;;;;;;;;;;;;;;;
27.10.2000;;;;;;;;;;;;;;;;;;;;;;;
03.11.2000;;;;;;;;;;;;;;;;;;;;;;;
10.11.2000;;;;;;;;;;;;;;;;;;;;;;;
17.11.2000;;;;;;;;;;;;;;;;;;;;;;;
24.11.2000;;;;;;;;;;;;;;;;;;;;;;;
01.12.2000;;;;;;;;;;;;;;;;;;;;;;;
08.12.2000;;;;;;;;;;;;;;;;;;;;;;;
15.12.2000;;;;;;;;;;;;;;;;;;;;;;;
22.12.2000;;;;;;;;;;;;;;;;;;;;;;;
29.12.2000;;;;;;;;;;;;;;;;;;;;;;;
05.01.2001;;;;;;;;;;;;;;;;;;;;;;;
12.01.2001;;;;;;;;;;;;;;;;;;;;;;;
19.01.2001;;;;;;;;;;;;;;;;;;;;;;;
26.01.2001;;;;;;;;;;;;;;;;;;;;;;;
02.02.2001;;;;;;;;;;;;;;;;;;;;;;;
09.02.2001;;;;;;;;;;;;;;;;;;;;;;;
16.02.2001;;;;;;;;;;;;;;;;;;;;;;;
23.02.2001;;;;;;;;;;;;;;;;;;;;;;;
02.03.2001;;;;;;;;;;;;;;;;;;;;;;;
09.03.2001;;;;;;;;;;;;;;;;;;;;;;;
16.03.2001;;;;;;;;;;;;;;;;;;;;;;;
23.03.2001;;;;;;;;;;;;;;;;;;;;;;;
30.03.2001;;;;;;;;;;;;;;;;;;;;;;;
06.04.2001;;;;;;;;;;;;;;;;;;;;;;;
13.04.2001;;;;;;;;;;;;;;;;;;;;;;;
20.04.2001;;;;;;;;;;;;;;;;;;;;;;;
27.04.2001;;;;;;;;;;;;;;;;;;;;;;;
04.05.2001;;;;;;;;;;;;;;;;;;;;;;;
11.05.2001;;;;;;;;;;;;;;;;;;;;;;;
18.05.2001;;;;;;;;;;;;;;;;;;;;;;;
25.05.2001;;;;;;;;;;;;;;;;;;;;;;;
01.06.2001;;;;;;;;;;;;;;;;;;;;;;;
08.06.2001;;;;;;;;;;;;;;;;;;;;;;;
15.06.2001;;;;;;;;;;;;;;;;;;;;;;;
22.06.2001;;;;;;;;;;;;;;;;;;;;;;;
29.06.2001;;;;;;;;;;;;;;;;;;;;;;;
06.07.2001;;;;;;;;;;;;;;;;;;;;;;;
13.07.2001;;;;;;;;;;;;;;;;;;;;;;;
20.07.2001;;;;;;;;;;;;;;;;;;;;;;;
27.07.2001;;;;;;;;;;;;;;;;;;;;;;;
03.08.2001;;;;;;;;;;;;;;;;;;;;;;;
10.08.2001;;;;;;;;;;;;;;;;;;;;;;;
17.08.2001;;;;;;;;;;;;;;;;;;;;;;;
24.08.2001;;;;;;;;;;;;;;;;;;;;;;;
31.08.2001;;;;;;;;;;;;;;;;;;;;;;;
07.09.2001;;;;;;;;;;;;;;;;;;;;;;;
14.09.2001;;;;;;;;;;;;;;;;;;;;;;;
21.09.2001;;;;;;;;;;;;;;;;;;;;;;;
28.09.2001;;;;;;;;;;;;;;;;;;;;;;;
05.10.2001;;;;;;;;;;;;;;;;;;;;;;;
12.10.2001;;;;;;;;;;;;;;;;;;;;;;;
19.10.2001;;;;;;;;;;;;;;;;;;;;;;;
26.10.2001;;;;;;;;;;;;;;;;;;;;;;;
02.11.2001;;;;;;;;;;;;;;;;;;;;;;;
09.11.2001;;;;;;;;;;;;;;;;;;;;;;;
16.11.2001;;;;;;;;;;;;;;;;;;;;;;;
23.11.2001;;;;;;;;;;;;;;;;;;;;;;;
30.11.2001;;;;;;;;;;;;;;;;;;;;;;;
07.12.2001;;;;;;;;;;;;;;;;;;;;;;;
14.12.2001;;;;;;;;;;;;;;;;;;;;;;;
21.12.2001;;;;;;;;;;;;;;;;;;;;;;;
28.12.2001;;;;;;;;;;;;;;;;;;;;;;;
04.01.2002;;;;;;;;;;;;;;;;;;;;;;;
11.01.2002;;;;;;;;;;;;;;;;;;;;;;;
18.01.2002;;;;;;;;;;;;;;;;;;;;;;;
25.01.2002;;;;;;;;;;;;;;;;;;;;;;;
01.02.2002;;;;;;;;;;;;;;;;;;;;;;;
08.02.2002;;;;;;;;;;;;;;;;;;;;;;;
15.02.2002;;;;;;;;;;;;;;;;;;;;;;;
22.02.2002;;;;;;;;;;;;;;;;;;;;;;;
01.03.2002;;;;;;;;;;;;;;;;;;;;;;;
08.03.2002;;;;;;;;;;;;;;;;;;;;;;;
15.03.2002;;;;;;;;;;;;;;;;;;;;;;;
22.03.2002;;;;;;;;;;;;;;;;;;;;;;;
29.03.2002;;;;;;;;;;;;;;;;;;;;;;;
05.04.2002;;;;;;;;;;;;;;;;;;;;;;;
12.04.2002;;;;;;;;;;;;;;;;;;;;;;;
19.04.2002;;;;;;;;;;;;;;;;;;;;;;;
26.04.2002;;;;;;;;;;;;;;;;;;;;;;;
03.05.2002;;;;;;;;;;;;;;;;;;;;;;;
10.05.2002;;;;;;;;;;;;;;;;;;;;;;;
17.05.2002;;;;;;;;;;;;;;;;;;;;;;;
24.05.2002;;;;;;;;;;;;;;;;;;;;;;;
31.05.2002;;;;;;;;;;;;;;;;;;;;;;;
07.06.2002;;;;;;;;;;;;;;;;;;;;;;;
14.06.2002;;;;;;;;;;;;;;;;;;;;;;;
21.06.2002;;;;;;;;;;;;;;;;;;;;;;;
28.06.2002;;;;;;;;;;;;;;;;;;;;;;;
05.07.2002;;;;;;;;;;;;;;;;;;;;;;;
12.07.2002;;;;;;;;;;;;;;;;;;;;;;;
19.07.2002;;;;;;;;;;;;;;;;;;;;;;;
26.07.2002;;;;;;;;;;;;;;;;;;;;;;;
02.08.2002;;;;;;;;;;;;;;;;;;;;;;;
09.08.2002;;;;;;;;;;;;;;;;;;;;;;;
16.08.2002;;;;;;;;;;;;;;;;;;;;;;;
23.08.2002;;;;;;;;;;;;;;;;;;;;;;;
30.08.2002;;;;;;;;;;;;;;;;;;;;;;;
06.09.2002;;;;;;;;;;;;;;;;;;;;;;;
13.09.2002;;;;;;;;;;;;;;;;;;;;;;;
20.09.2002;;;;;;;;;;;;;;;;;;;;;;;
27.09.2002;;;;;;;;;;;;;;;;;;;;;;;
04.10.2002;;;;;;;;;;;;;;;;;;;;;;;
11.10.2002;;;;;;;;;;;;;;;;;;;;;;;
18.10.2002;;;;;;;;;;;;;;;;;;;;;;;
25.10.2002;;;;;;;;;;;;;;;;;;;;;;;
01.11.2002;;;;;;;;;;;;;;;;;;;;;;;
08.11.2002;;;;;;;;;;;;;;;;;;;;;;;
15.11.2002;;;;;;;;;;;;;;;;;;;;;;;
22.11.2002;;;;;;;;;;;;;;;;;;;;;;;
29.11.2002;;;;;;;;;;;;;;;;;;;;;;;
06.12.2002;;;;;;;;;;;;;;;;;;;;;;;
13.12.2002;;;;;;;;;;;;;;;;;;;;;;;
20.12.2002;;;;;;;;;;;;;;;;;;;;;;;
27.12.2002;;;;;;;;;;;;;;;;;;;;;;;
03.01.2003;;;;;;;;;;;;;;;;;;;;;;;
10.01.2003;;;;;;;;;;;;;;;;;;;;;;;
17.01.2003;;;;;;;;;;;;;;;;;;;;;;;
24.01.2003;;;;;;;;;;;;;;;;;;;;;;;
31.01.2003;;;;;;;;;;;;;;;;;;;;;;;
07.02.2003;;;;;;;;;;;;;;;;;;;;;;;
14.02.2003;;;;;;;;;;;;;;;;;;;;;;;
21.02.2003;;;;;;;;;;;;;;;;;;;;;;;
28.02.2003;;;;;;;;;;;;;;;;;;;;;;;
07.03.2003;;;;;;;;;;;;;;;;;;;;;;;
14.03.2003;;;;;;;;;;;;;;;;;;;;;;;
21.03.2003;;;;;;;;;;;;;;;;;;;;;;;
28.03.2003;;;;;;;;;;;;;;;;;;;;;;;
04.04.2003;;;;;;;;;;;;;;;;;;;;;;;
11.04.2003;;;;;;;;;;;;;;;;;;;;;;;
18.04.2003;;;;;;;;;;;;;;;;;;;;;;;
25.04.2003;;;;;;;;;;;;;;;;;;;;;;;
02.05.2003;;;;;;;;;;;;;;;;;;;;;;;
09.05.2003;;;;;;;;;;;;;;;;;;;;;;;
16.05.2003;;;;;;;;;;;;;;;;;;;;;;;
23.05.2003;;;;;;;;;;;;;;;;;;;;;;;
30.05.2003;;;;;;;;;;;;;;;;;;;;;;;
06.06.2003;;;;;;;;;;;;;;;;;;;;;;;
13.06.2003;;;;;;;;;;;;;;;;;;;;;;;
20.06.2003;;;;;;;;;;;;;;;;;;;;;;;
27.06.2003;;;;;;;;;;;;;;;;;;;;;;;
04.07.2003;;;;;;;;;;;;;;;;;;;;;;;
11.07.2003;;;;;;;;;;;;;;;;;;;;;;;
18.07.2003;;;;;;;;;;;;;;;;;;;;;;;
25.07.2003;;;;;;;;;;;;;;;;;;;;;;;
01.08.2003;;;;;;;;;;;;;;;;;;;;;;;
08.08.2003;;;;;;;;;;;;;;;;;;;;;;;
15.08.2003;;;;;;;;;;;;;;;;;;;;;;;
22.08.2003;;;;;;;;;;;;;;;;;;;;;;;
29.08.2003;;;;;;;;;;;;;;;;;;;;;;;
05.09.2003;;;;;;;;;;;;;;;;;;;;;;;
12.09.2003;;;;;;;;;;;;;;;;;;;;;;;
19.09.2003;;;;;;;;;;;;;;;;;;;;;;;
26.09.2003;;;;;;;;;;;;;;;;;;;;;;;
03.10.2003;;;;;;;;;;;;;;;;;;;;;;;
10.10.2003;;;;;;;;;;;;;;;;;;;;;;;
17.10.2003;;;;;;;;;;;;;;;;;;;;;;;
24.10.2003;;;;;;;;;;;;;;;;;;;;;;;
31.10.2003;;;;;;;;;;;;;;;;;;;;;;;
07.11.2003;;;;;;;;;;;;;;;;;;;;;;;
14.11.2003;;;;;;;;;;;;;;;;;;;;;;;
21.11.2003;;;;;;;;;;;;;;;;;;;;;;;
28.11.2003;;;;;;;;;;;;;;;;;;;;;;;
05.12.2003;;;;;;;;;;;;;;;;;;;;;;;
12.12.2003;;;;;;;;;;;;;;;;;;;;;;;
19.12.2003;;;;;;;;;;;;;;;;;;;;;;;
26.12.2003;;;;;;;;;;;;;;;;;;;;;;;
02.01.2004;;;;;;;;;;;;;;;;;;;;;;;
09.01.2004;;;;;;;;;;;;;;;;;;;;;;;
16.01.2004;;;;;;;;;;;;;;;;;;;;;;;
23.01.2004;;;;;;;;;;;;;;;;;;;;;;;
30.01.2004;;;;;;;;;;;;;;;;;;;;;;;
06.02.2004;;;;;;;;;;;;;;;;;;;;;;;
13.02.2004;;;;;;;;;;;;;;;;;;;;;;;
20.02.2004;;;;;;;;;;;;;;;;;;;;;;;
27.02.2004;;;;;;;;;;;;;;;;;;;;;;;
05.03.2004;;;;;;;;;;;;;;;;;;;;;;;
12.03.2004;;;;;;;;;;;;;;;;;;;;;;;
19.03.2004;;;;;;;;;;;;;;;;;;;;;;;
26.03.2004;;;;;;;;;;;;;;;;;;;;;;;
02.04.2004;;;;;;;;;;;;;;;;;;;;;;;
09.04.2004;;;;;;;;;;;;;;;;;;;;;;;
16.04.2004;;;;;;;;;;;;;;;;;;;;;;;
23.04.2004;;;;;;;;;;;;;;;;;;;;;;;
30.04.2004;;;;;;;;;;;;;;;;;;;;;;;
07.05.2004;;;;;;;;;;;;;;;;;;;;;;;
14.05.2004;;;;;;;;;;;;;;;;;;;;;;;
21.05.2004;;;;;;;;;;;;;;;;;;;;;;;
28.05.2004;;;;;;;;;;;;;;;;;;;;;;;
04.06.2004;;;;;;;;;;;;;;;;;;;;;;;
11.06.2004;;;;;;;;;;;;;;;;;;;;;;;
18.06.2004;;;;;;;;;;;;;;;;;;;;;;;
25.06.2004;;;;;;;;;;;;;;;;;;;;;;;
02.07.2004;;;;;;;;;;;;;;;;;;;;;;;
09.07.2004;;;;;;;;;;;;;;;;;;;;;;;
16.07.2004;;;;;;;;;;;;;;;;;;;;;;;
23.07.2004;;;;;;;;;;;;;;;;;;;;;;;
30.07.2004;;;;;;;;;;;;;;;;;;;;;;;
06.08.2004;;;;;;;;;;;;;;;;;;;;;;;
13.08.2004;;;;;;;;;;;;;;;;;;;;;;;
20.08.2004;;;;;;;;;;;;;;;;;;;;;;;
27.08.2004;;;;;;;;;;;;;;;;;;;;;;;
03.09.2004;;;;;;;;;;;;;;;;;;;;;;;
10.09.2004;;;;;;;;;;;;;;;;;;;;;;;
17.09.2004;;;;;;;;;;;;;;;;;;;;;;;
24.09.2004;;;;;;;;;;;;;;;;;;;;;;;
01.10.2004;;;;;;;;;;;;;;;;;;;;;;;
08.10.2004;;;;;;;;;;;;;;;;;;;;;;;
15.10.2004;;;;;;;;;;;;;;;;;;;;;;;
22.10.2004;;;;;;;;;;;;;;;;;;;;;;;
29.10.2004;;;;;;;;;;;;;;;;;;;;;;;
05.11.2004;;;;;;;;;;;;;;;;;;;;;;;
12.11.2004;;;;;;;;;;;;;;;;;;;;;;;
19.11.2004;;;;;;;;;;;;;;;;;;;;;;;
26.11.2004;;;;;;;;;;;;;;;;;;;;;;;
03.12.2004;;;;;;;;;;;;;;;;;;;;;;;
10.12.2004;;;;;;;;;;;;;;;;;;;;;;;
17.12.2004;;;;;;;;;;;;;;;;;;;;;;;
24.12.2004;;;;;;;;;;;;;;;;;;;;;;;
31.12.2004;;;;;;;;;;;;;;;;;;;;;;;
07.01.2005;;;;;;;;;;;;;;;;;;;;;;;
14.01.2005;;;;;;;;;;;;;;;;;;;;;;;
21.01.2005;;;;;;;;;;;;;;;;;;;;;;;
28.01.2005;;;;;;;;;;;;;;;;;;;;;;;
04.02.2005;;;;;;;;;;;;;;;;;;;;;;;
11.02.2005;;;;;;;;;;;;;;;;;;;;;;;
18.02.2005;;;;;;;;;;;;;;;;;;;;;;;
25.02.2005;;;;;;;;;;;;;;;;;;;;;;;
04.03.2005;;;;;;;;;;;;;;;;;;;;;;;
11.03.2005;;;;;;;;;;;;;;;;;;;;;;;
18.03.2005;;;;;;;;;;;;;;;;;;;;;;;
25.03.2005;;;;;;;;;;;;;;;;;;;;;;;
01.04.2005;;;;;;;;;;;;;;;;;;;;;;;
08.04.2005;;;;;;;;;;;;;;;;;;;;;;;
15.04.2005;;;;;;;;;;;;;;;;;;;;;;;
22.04.2005;;;;;;;;;;;;;;;;;;;;;;;
29.04.2005;;;;;;;;;;;;;;;;;;;;;;;
06.05.2005;;;;;;;;;;;;;;;;;;;;;;;
13.05.2005;;;;;;;;;;;;;;;;;;;;;;;
20.05.2005;;;;;;;;;;;;;;;;;;;;;;;
27.05.2005;;;;;;;;;;;;;;;;;;;;;;;
03.06.2005;;;;;;;;;;;;;;;;;;;;;;;
10.06.2005;;;;;;;;;;;;;;;;;;;;;;;
17.06.2005;;;;;;;;;;;;;;;;;;;;;;;
24.06.2005;;;;;;;;;;;;;;;;;;;;;;;
01.07.2005;;;;;;;;;;;;;;;;;;;;;;;
08.07.2005;;;;;;;;;;;;;;;;;;;;;;;
15.07.2005;;;;;;;;;;;;;;;;;;;;;;;
22.07.2005;;;;;;;;;;;;;;;;;;;;;;;
29.07.2005;;;;;;;;;;;;;;;;;;;;;;;
05.08.2005;;;;;;;;;;;;;;;;;;;;;;;
12.08.2005;;;;;;;;;;;;;;;;;;;;;;;
19.08.2005;;;;;;;;;;;;;;;;;;;;;;;
26.08.2005;;;;;;;;;;;;;;;;;;;;;;;
02.09.2005;;;;;;;;;;;;;;;;;;;;;;;
09.09.2005;;;;;;;;;;;;;;;;;;;;;;;
16.09.2005;;;;;;;;;;;;;;;;;;;;;;;
23.09.2005;;;;;;;;;;;;;;;;;;;;;;;
30.09.2005;;;;;;;;;;;;;;;;;;;;;;;
07.10.2005;;;;;;;;;;;;;;;;;;;;;;;
14.10.2005;;;;;;;;;;;;;;;;;;;;;;;
21.10.2005;;;;;;;;;;;;;;;;;;;;;;;
28.10.2005;;;;;;;;;;;;;;;;;;;;;;;
04.11.2005;;;;;;;;;;;;;;;;;;;;;;;
11.11.2005;;;;;;;;;;;;;;;;;;;;;;;
18.11.2005;;;;;;;;;;;;;;;;;;;;;;;
25.11.2005;;;;;;;;;;;;;;;;;;;;;;;
02.12.2005;;;;;;;;;;;;;;;;;;;;;;;
09.12.2005;;;;;;;;;;;;;;;;;;;;;;;
16.12.2005;;;;;;;;;;;;;;;;;;;;;;;
23.12.2005;;;;;;;;;;;;;;;;;;;;;;;
30.12.2005;;;;;;;;;;;;;;;;;;;;;;;
06.01.2006;;;;;;;;;;;;;;;;;;;;;;;
13.01.2006;;;;;;;;;;;;;;;;;;;;;;;
20.01.2006;;;;;;;;;;;;;;;;;;;;;;;
27.01.2006;;;;;;;;;;;;;;;;;;;;;;;
03.02.2006;;;;;;;;;;;;;;;;;;;;;;;
10.02.2006;;;;;;;;;;;;;;;;;;;;;;;
17.02.2006;;;;;;;;;;;;;;;;;;;;;;;
24.02.2006;;;;;;;;;;;;;;;;;;;;;;;
03.03.2006;;;;;;;;;;;;;;;;;;;;;;;
10.03.2006;;;;;;;;;;;;;;;;;;;;;;;
17.03.2006;;;;;;;;;;;;;;;;;;;;;;;
24.03.2006;;;;;;;;;;;;;;;;;;;;;;;
31.03.2006;;;;;;;;;;;;;;;;;;;;;;;
07.04.2006;;;;;;;;;;;;;;;;;;;;;;;
14.04.2006;;;;;;;;;;;;;;;;;;;;;;;
21.04.2006;;;;;;;;;;;;;;;;;;;;;;;
28.04.2006;;;;;;;;;;;;;;;;;;;;;;;
05.05.2006;;;;;;;;;;;;;;;;;;;;;;;
12.05.2006;;;;;;;;;;;;;;;;;;;;;;;
19.05.2006;;;;;;;;;;;;;;;;;;;;;;;
26.05.2006;;;;;;;;;;;;;;;;;;;;;;;
02.06.2006;;;;;;;;;;;;;;;;;;;;;;;
09.06.2006;;;;;;;;;;;;;;;;;;;;;;;
16.06.2006;;;;;;;;;;;;;;;;;;;;;;;
23.06.2006;;;;;;;;;;;;;;;;;;;;;;;
30.06.2006;;;;;;;;;;;;;;;;;;;;;;;
07.07.2006;;;;;;;;;;;;;;;;;;;;;;;
14.07.2006;;;;;;;;;;;;;;;;;;;;;;;
21.07.2006;;;;;;;;;;;;;;;;;;;;;;;
28.07.2006;;;;;;;;;;;;;;;;;;;;;;;
04.08.2006;;;;;;;;;;;;;;;;;;;;;;;
11.08.2006;;;;;;;;;;;;;;;;;;;;;;;
18.08.2006;;;;;;;;;;;;;;;;;;;;;;;
25.08.2006;;;;;;;;;;;;;;;;;;;;;;;
01.09.2006;;;;;;;;;;;;;;;;;;;;;;;
08.09.2006;;;;;;;;;;;;;;;;;;;;;;;
15.09.2006;;;;;;;;;;;;;;;;;;;;;;;
22.09.2006;;;;;;;;;;;;;;;;;;;;;;;
29.09.2006;;;;;;;;;;;;;;;;;;;;;;;
06.10.2006;;;;;;;;;;;;;;;;;;;;;;;
13.10.2006;;;;;;;;;;;;;;;;;;;;;;;
20.10.2006;;;;;;;;;;;;;;;;;;;;;;;
27.10.2006;;;;;;;;;;;;;;;;;;;;;;;
03.11.2006;;;;;;;;;;;;;;;;;;;;;;;
10.11.2006;;;;;;;;;;;;;;;;;;;;;;;
17.11.2006;;;;;;;;;;;;;;;;;;;;;;;
24.11.2006;;;;;;;;;;;;;;;;;;;;;;;
01.12.2006;;;;;;;;;;;;;;;;;;;;;;;
08.12.2006;;;;;;;;;;;;;;;;;;;;;;;
15.12.2006;;;;;;;;;;;;;;;;;;;;;;;
22.12.2006;;;;;;;;;;;;;;;;;;;;;;;
29.12.2006;;;;;;;;;;;;;;;;;;;;;;;
05.01.2007;;;;;;;;;;;;;;;;;;;;;;;
12.01.2007;;;;;;;;;;;;;;;;;;;;;;;
19.01.2007;;;;;;;;;;;;;;;;;;;;;;;
26.01.2007;;;;;;;;;;;;;;;;;;;;;;;
02.02.2007;;;;;;;;;;;;;;;;;;;;;;;
09.02.2007;;;;;;;;;;;;;;;;;;;;;;;
16.02.2007;;;;;;;;;;;;;;;;;;;;;;;
23.02.2007;;;;;;;;;;;;;;;;;;;;;;;
02.03.2007;;;;;;;;;;;;;;;;;;;;;;;
09.03.2007;;;;;;;;;;;;;;;;;;;;;;;
16.03.2007;;;;;;;;;;;;;;;;;;;;;;;
23.03.2007;;;;;;;;;;;;;;;;;;;;;;;
30.03.2007;;;;;;;;;;;;;;;;;;;;;;;
06.04.2007;;;;;;;;;;;;;;;;;;;;;;;
13.04.2007;;;;;;;;;;;;;;;;;;;;;;;
20.04.2007;;;;;;;;;;;;;;;;;;;;;;;
27.04.2007;;;;;;;;;;;;;;;;;;;;;;;
04.05.2007;;;;;;;;;;;;;;;;;;;;;;;
11.05.2007;;;;;;;;;;;;;;;;;;;;;;;
18.05.2007;;;;;;;;;;;;;;;;;;;;;;;
25.05.2007;;;;;;;;;;;;;;;;;;;;;;;
01.06.2007;;;;;;;;;;;;;;;;;;;;;;;
08.06.2007;;;;;;;;;;;;;;;;;;;;;;;
15.06.2007;;;;;;;;;;;;;;;;;;;;;;;
22.06.2007;;;;;;;;;;;;;;;;;;;;;;;
29.06.2007;;;;;;;;;;;;;;;;;;;;;;;
06.07.2007;;;;;;;;;;;;;;;;;;;;;;;
13.07.2007;;;;;;;;;;;;;;;;;;;;;;;
20.07.2007;;;;;;;;;;;;;;;;;;;;;;;
27.07.2007;;;;;;;;;;;;;;;;;;;;;;;
03.08.2007;;;;;;;;;;;;;;;;;;;;;;;
10.08.2007;;;;;;;;;;;;;;;;;;;;;;;
17.08.2007;;;;;;;;;;;;;;;;;;;;;;;
24.08.2007;;;;;;;;;;;;;;;;;;;;;;;
31.08.2007;;;;;;;;;;;;;;;;;;;;;;;
07.09.2007;;;;;;;;;;;;;;;;;;;;;;;
14.09.2007;;;;;;;;;;;;;;;;;;;;;;;
21.09.2007;;;;;;;;;;;;;;;;;;;;;;;
28.09.2007;;;;;;;;;;;;;;;;;;;;;;;
05.10.2007;;;;;;;;;;;;;;;;;;;;;;;
12.10.2007;;;;;;;;;;;;;;;;;;;;;;;
19.10.2007;;;;;;;;;;;;;;;;;;;;;;;
26.10.2007;;;;;;;;;;;;;;;;;;;;;;;
02.11.2007;;;;;;;;;;;;;;;;;;;;;;;
09.11.2007;;;;;;;;;;;;;;;;;;;;;;;
16.11.2007;;;;;;;;;;;;;;;;;;;;;;;
23.11.2007;;;;;;;;;;;;;;;;;;;;;;;
30.11.2007;;;;;;;;;;;;;;;;;;;;;;;
07.12.2007;;;;;;;;;;;;;;;;;;;;;;;
14.12.2007;;;;;;;;;;;;;;;;;;33;;;145;;
21.12.2007;;;;;;;;107,3;;;;;;;;;;35;;;155;;462,3999
28.12.2007;;;;;;;;107,3;;;;;;;;;;35;;;150;;462,3999
04.01.2008;;;;;;186,93;;116,3;81,89999;45;;;;;;226;;35;37;;161,1325;;490,3999
11.01.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;192,7495;;486,3999
18.01.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;217,9745;;486,3999
25.01.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;208,1995;;486,3999
01.02.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;201,3285;;486,3999
08.02.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;201,3285;;486,3999
15.02.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;201,3285;;486,3999
22.02.2008;;;;;;188,36;;115,3;82,89999;45;;;;;;237;;35;40;;201,3285;;486,3999
29.02.2008;;;;;;249,19;;151,15;120,45;75;;243,5;;;591,25;266;;60;66;59,95;245;;537,7
07.03.2008;;;;;;271,24;;164,65;139,45;90;;247,5;;;515;268,75;;72;88,5;64,95;255;;559,5
14.03.2008;;;;;;283,0898;;193,65;159,05;85;;265,5;;;512,5;272,75;;80;93,75;74,95;265;;581
