country,year,indicator,value
CHL,2008,NGDPD,1.79663e+11
CHL,2009,NGDPD,1.71794e+11
CHL,2010,NGDPD,2.17105e+11
CHL,2011,NGDPD,2.51225e+11
CHL,2012,NGDPD,2.67165e+11
CHL,2013,NGDPD,2.77218e+11
CHL,2014,NGDPD,2.59394e+11
CHL,2015,NGDPD,2.42515e+11
CHL,2016,NGDPD,2.49306e+11
CHL,2017,NGDPD,2.76357e+11
CHL,2018,NGDPD,2.95428e+11
CHL,2019,NGDPD,2.7804e+11
CHL,2020,NGDPD,2.5406e+11
CHL,2021,NGDPD,3.15411e+11
CHL,2022,NGDPD,3.0127e+11
CHL,2023,NGDPD,3.35627e+11
CHL,2024,NGDPD,3.3021e+11
CIV,2000,NGDPD,1.4851e+10
CIV,2001,NGDPD,1.5485e+10
CIV,2002,NGDPD,1.7148e+10
CIV,2003,NGDPD,2.1206e+10
CIV,2004,NGDPD,2.2924e+10
CIV,2005,NGDPD,2.3626e+10
CIV,2006,NGDPD,2.4628e+10
CIV,2007,NGDPD,2.8158e+10
CIV,2008,NGDPD,3.3621e+10
CIV,2009,NGDPD,3.3693e+10
CIV,2010,NGDPD,3.4431e+10
CIV,2011,NGDPD,3.5529e+10
CIV,2012,NGDPD,3.703e+10
CIV,2013,NGDPD,4.3228e+10
CIV,2014,NGDPD,4.8882e+10
CIV,2015,NGDPD,4.5815e+10
CIV,2016,NGDPD,4.8408e+10
CIV,2017,NGDPD,5.2512e+10
CIV,2018,NGDPD,5.8522e+10
CIV,2019,NGDPD,6.0383e+10
CIV,2020,NGDPD,6.3119e+10
CIV,2021,NGDPD,7.2833e+10
CIV,2022,NGDPD,7.1075e+10
CIV,2023,NGDPD,7.963e+10
CIV,2024,NGDPD,8.7096e+10
COL,2000,NGDPD,9.927e+10
COL,2001,NGDPD,9.7606e+10
COL,2002,NGDPD,9.7353e+10
COL,2003,NGDPD,9.4072e+10
COL,2004,NGDPD,1.16382e+11
COL,2005,NGDPD,1.45601e+11
COL,2006,NGDPD,1.61793e+11
COL,2007,NGDPD,2.0623e+11
COL,2008,NGDPD,2.42504e+11
COL,2009,NGDPD,2.32469e+11
COL,2010,NGDPD,2.86499e+11
COL,2011,NGDPD,3.34966e+11
COL,2012,NGDPD,3.70691e+11
COL,2013,NGDPD,3.82094e+11
COL,2014,NGDPD,3.81241e+11
COL,2015,NGDPD,2.93493e+11
COL,2016,NGDPD,2.8272e+11
COL,2017,NGDPD,3.11889e+11
COL,2018,NGDPD,3.34124e+11
COL,2019,NGDPD,3.23054e+11
COL,2020,NGDPD,2.70348e+11
COL,2021,NGDPD,3.18525e+11
COL,2022,NGDPD,3.45632e+11
COL,2023,NGDPD,3.66292e+11
COL,2024,NGDPD,4.18818e+11
ECU,2000,NGDPD,1.7531e+10
ECU,2001,NGDPD,2.3127e+10
ECU,2002,NGDPD,2.7054e+10
ECU,2003,NGDPD,3.0965e+10
ECU,2004,NGDPD,3.5195e+10
ECU,2005,NGDPD,4.0279e+10
ECU,2006,NGDPD,4.5691e+10
ECU,2007,NGDPD,4.9849e+10
ECU,2008,NGDPD,6.1139e+10
ECU,2009,NGDPD,6.0095e+10
ECU,2010,NGDPD,6.8151e+10
ECU,2011,NGDPD,7.8987e+10
ECU,2012,NGDPD,8.7735e+10
ECU,2013,NGDPD,9.657e+10
ECU,2014,NGDPD,1.02718e+11
ECU,2015,NGDPD,9.721e+10
ECU,2016,NGDPD,9.7671e+10
ECU,2017,NGDPD,1.04467e+11
ECU,2018,NGDPD,1.07479e+11
ECU,2019,NGDPD,1.07596e+11
ECU,2020,NGDPD,9.5865e+10
ECU,2021,NGDPD,1.07179e+11
ECU,2022,NGDPD,1.16133e+11
ECU,2023,NGDPD,1.21147e+11
ECU,2024,NGDPD,1.24676e+11
EGY,2000,NGDPD,1.04752e+11
EGY,2001,NGDPD,1.02273e+11
EGY,2002,NGDPD,9.0261e+10
EGY,2003,NGDPD,8.5163e+10
EGY,2004,NGDPD,8.2855e+10
EGY,2005,NGDPD,9.4127e+10
EGY,2006,NGDPD,1.12902e+11
EGY,2007,NGDPD,1.37055e+11
EGY,2008,NGDPD,1.70797e+11
EGY,2009,NGDPD,1.98316e+11
EGY,2010,NGDPD,2.30024e+11
EGY,2011,NGDPD,2.47726e+11
EGY,2012,NGDPD,2.94482e+11
EGY,2013,NGDPD,3.03194e+11
EGY,2014,NGDPD,3.21634e+11
EGY,2015,NGDPD,3.50119e+11
EGY,2016,NGDPD,3.51443e+11
EGY,2017,NGDPD,2.46826e+11
EGY,2018,NGDPD,2.63156e+11
EGY,2019,NGDPD,3.17894e+11
EGY,2020,NGDPD,3.82525e+11
EGY,2021,NGDPD,4.233e+11
EGY,2022,NGDPD,4.75231e+11
EGY,2023,NGDPD,3.93828e+11
EGY,2024,NGDPD,3.83105e+11
HUN,2000,NGDPD,4.7276e+10
HUN,2001,NGDPD,5.38e+10
HUN,2002,NGDPD,6.7636e+10
HUN,2003,NGDPD,8.519e+10
HUN,2004,NGDPD,1.04015e+11
HUN,2005,NGDPD,1.13098e+11
HUN,2006,NGDPD,1.15604e+11
HUN,2007,NGDPD,1.40123e+11
HUN,2008,NGDPD,1.58228e+11
HUN,2009,NGDPD,1.30807e+11
HUN,2010,NGDPD,1.31899e+11
HUN,2011,NGDPD,1.41713e+11
HUN,2012,NGDPD,1.2847e+11
HUN,2013,NGDPD,1.35646e+11
HUN,2014,NGDPD,1.41129e+11
HUN,2015,NGDPD,1.25244e+11
HUN,2016,NGDPD,1.28984e+11
HUN,2017,NGDPD,1.43335e+11
HUN,2018,NGDPD,1.61185e+11
HUN,2019,NGDPD,1.64927e+11
HUN,2020,NGDPD,1.58468e+11
HUN,2021,NGDPD,1.83283e+11
HUN,2022,NGDPD,1.78321e+11
HUN,2023,NGDPD,2.14098e+11
HUN,2024,NGDPD,2.2306e+11
IDN,2000,NGDPD,1.79482e+11
IDN,2001,NGDPD,1.74507e+11
IDN,2002,NGDPD,2.12807e+11
IDN,2003,NGDPD,2.55346e+11
IDN,2004,NGDPD,2.79344e+11
IDN,2005,NGDPD,3.1092e+11
IDN,2006,NGDPD,3.96518e+11
IDN,2007,NGDPD,4.70092e+11
IDN,2008,NGDPD,5.58291e+11
IDN,2009,NGDPD,5.78577e+11
IDN,2010,NGDPD,7.55094e+11
IDN,2011,NGDPD,8.92969e+11
IDN,2012,NGDPD,9.1787e+11
IDN,2013,NGDPD,9.12524e+11
IDN,2014,NGDPD,8.90815e+11
IDN,2015,NGDPD,8.60854e+11
IDN,2016,NGDPD,9.31877e+11
IDN,2017,NGDPD,1.015619e+12
IDN,2018,NGDPD,1.042272e+12
IDN,2019,NGDPD,1.1191e+12
IDN,2020,NGDPD,1.059055e+12
IDN,2021,NGDPD,1.18651e+12
IDN,2022,NGDPD,1.319101e+12
IDN,2023,NGDPD,1.371169e+12
IDN,2024,NGDPD,1.3963e+12
IRQ,2000,NGDPD,2.5984e+10
IRQ,2001,NGDPD,2.1113e+10
IRQ,2002,NGDPD,2.1063e+10
IRQ,2003,NGDPD,1.58e+10
IRQ,2004,NGDPD,3.6642e+10
IRQ,2005,NGDPD,5.0065e+10
IRQ,2006,NGDPD,6.5144e+10
IRQ,2007,NGDPD,8.8833e+10
IRQ,2008,NGDPD,1.31614e+11
IRQ,2009,NGDPD,1.1166e+11
IRQ,2010,NGDPD,1.38517e+11
IRQ,2011,NGDPD,1.8575e+11
IRQ,2012,NGDPD,2.18032e+11
IRQ,2013,NGDPD,2.34638e+11
IRQ,2014,NGDPD,2.34651e+11
IRQ,2015,NGDPD,1.77634e+11
IRQ,2016,NGDPD,1.68429e+11
IRQ,2017,NGDPD,1.90048e+11
IRQ,2018,NGDPD,2.30189e+11
IRQ,2019,NGDPD,2.36682e+11
IRQ,2020,NGDPD,1.82576e+11
IRQ,2021,NGDPD,2.10753e+11
IRQ,2022,NGDPD,2.88059e+11
IRQ,2023,NGDPD,2.70799e+11
IRQ,2024,NGDPD,2.78771e+11
KAZ,2000,NGDPD,1.8292e+10
KAZ,2001,NGDPD,2.2153e+10
KAZ,2002,NGDPD,2.4637e+10
KAZ,2003,NGDPD,3.0834e+10
KAZ,2004,NGDPD,4.3152e+10
KAZ,2005,NGDPD,5.7125e+10
KAZ,2006,NGDPD,8.1003e+10
KAZ,2007,NGDPD,1.0485e+11
KAZ,2008,NGDPD,1.33442e+11
KAZ,2009,NGDPD,1.15309e+11
KAZ,2010,NGDPD,1.48047e+11
KAZ,2011,NGDPD,1.92626e+11
KAZ,2012,NGDPD,2.07999e+11
KAZ,2013,NGDPD,2.36635e+11
KAZ,2014,NGDPD,2.21416e+11
KAZ,2015,NGDPD,1.84388e+11
KAZ,2016,NGDPD,1.37278e+11
KAZ,2017,NGDPD,1.66806e+11
KAZ,2018,NGDPD,1.7934e+11
KAZ,2019,NGDPD,1.81667e+11
KAZ,2020,NGDPD,1.71082e+11
KAZ,2021,NGDPD,1.97112e+11
KAZ,2022,NGDPD,2.25496e+11
KAZ,2023,NGDPD,2.6184e+11
KAZ,2024,NGDPD,2.9148e+11
LKA,2000,NGDPD,2.0007e+10
LKA,2001,NGDPD,1.9236e+10
LKA,2002,NGDPD,2.0238e+10
LKA,2003,NGDPD,2.2352e+10
LKA,2004,NGDPD,2.4423e+10
LKA,2005,NGDPD,2.888e+10
LKA,2006,NGDPD,3.3447e+10
LKA,2007,NGDPD,3.827e+10
LKA,2008,NGDPD,4.8177e+10
LKA,2009,NGDPD,4.975e+10
LKA,2010,NGDPD,5.8643e+10
LKA,2011,NGDPD,6.7725e+10
LKA,2012,NGDPD,7.0392e+10
LKA,2013,NGDPD,7.6934e+10
LKA,2014,NGDPD,8.2483e+10
LKA,2015,NGDPD,8.5091e+10
LKA,2016,NGDPD,8.8e+10
LKA,2017,NGDPD,9.4376e+10
LKA,2018,NGDPD,9.4484e+10
LKA,2019,NGDPD,8.9015e+10
LKA,2020,NGDPD,8.4304e+10
LKA,2021,NGDPD,8.8609e+10
LKA,2022,NGDPD,7.4584e+10
LKA,2023,NGDPD,8.3723e+10
LKA,2024,NGDPD,9.8964e+10
MAR,2000,NGDPD,4.2053e+10
MAR,2001,NGDPD,4.2704e+10
MAR,2002,NGDPD,4.5711e+10
MAR,2003,NGDPD,5.6345e+10
MAR,2004,NGDPD,6.4528e+10
MAR,2005,NGDPD,6.7468e+10
MAR,2006,NGDPD,7.4284e+10
MAR,2007,NGDPD,8.5539e+10
MAR,2008,NGDPD,1.00112e+11
MAR,2009,NGDPD,1.00535e+11
MAR,2010,NGDPD,1.00881e+11
MAR,2011,NGDPD,1.09705e+11
MAR,2012,NGDPD,1.06345e+11
MAR,2013,NGDPD,1.15608e+11
MAR,2014,NGDPD,1.19131e+11
MAR,2015,NGDPD,1.10414e+11
MAR,2016,NGDPD,1.11573e+11
MAR,2017,NGDPD,1.18541e+11
MAR,2018,NGDPD,1.27341e+11
MAR,2019,NGDPD,1.2892e+11
MAR,2020,NGDPD,1.21354e+11
MAR,2021,NGDPD,1.42022e+11
MAR,2022,NGDPD,1.31245e+11
MAR,2023,NGDPD,1.46057e+11
MAR,2024,NGDPD,1.60606e+11
MEX,2000,NGDPD,7.42061e+11
MEX,2001,NGDPD,7.96055e+11
MEX,2002,NGDPD,8.10666e+11
MEX,2003,NGDPD,7.6555e+11
MEX,2004,NGDPD,8.19459e+11
MEX,2005,NGDPD,9.17572e+11
MEX,2006,NGDPD,1.020265e+12
MEX,2007,NGDPD,1.102356e+12
MEX,2008,NGDPD,1.161553e+12
MEX,2009,NGDPD,9.43437e+11
MEX,2010,NGDPD,1.105424e+12
MEX,2011,NGDPD,1.229014e+12
MEX,2012,NGDPD,1.25511e+12
MEX,2013,NGDPD,1.327436e+12
MEX,2014,NGDPD,1.364508e+12
MEX,2015,NGDPD,1.213294e+12
MEX,2016,NGDPD,1.112233e+12
MEX,2017,NGDPD,1.190721e+12
MEX,2018,NGDPD,1.2563e+12
MEX,2019,NGDPD,1.304106e+12
MEX,2020,NGDPD,1.121065e+12
MEX,2021,NGDPD,1.316569e+12
MEX,2022,NGDPD,1.466935e+12
MEX,2023,NGDPD,1.798318e+12
MEX,2024,NGDPD,1.856366e+12
NGA,2000,NGDPD,9.551e+10
NGA,2001,NGDPD,1.0298e+11
NGA,2002,NGDPD,1.32347e+11
NGA,2003,NGDPD,1.44955e+11
NGA,2004,NGDPD,1.83553e+11
NGA,2005,NGDPD,2.38895e+11
NGA,2006,NGDPD,3.13737e+11
NGA,2007,NGDPD,3.75055e+11
NGA,2008,NGDPD,4.72283e+11
NGA,2009,NGDPD,4.25922e+11
NGA,2010,NGDPD,5.26809e+11
NGA,2011,NGDPD,5.91367e+11
NGA,2012,NGDPD,6.57854e+11
NGA,2013,NGDPD,7.3489e+11
NGA,2014,NGDPD,8.11134e+11
NGA,2015,NGDPD,6.96088e+11
NGA,2016,NGDPD,5.70351e+11
NGA,2017,NGDPD,5.29144e+11
NGA,2018,NGDPD,5.93897e+11
NGA,2019,NGDPD,6.68219e+11
NGA,2020,NGDPD,5.98725e+11
NGA,2021,NGDPD,6.09479e+11
NGA,2022,NGDPD,6.45682e+11
NGA,2023,NGDPD,4.87347e+11
NGA,2024,NGDPD,2.52109e+11
PAK,2000,NGDPD,9.9421e+10
PAK,2001,NGDPD,9.6784e+10
PAK,2002,NGDPD,9.8169e+10
PAK,2003,NGDPD,1.12507e+11
PAK,2004,NGDPD,1.32206e+11
PAK,2005,NGDPD,1.45209e+11
PAK,2006,NGDPD,1.61871e+11
PAK,2007,NGDPD,1.84141e+11
PAK,2008,NGDPD,2.02204e+11
PAK,2009,NGDPD,1.87074e+11
PAK,2010,NGDPD,1.96712e+11
PAK,2011,NGDPD,2.30577e+11
PAK,2012,NGDPD,2.50094e+11
PAK,2013,NGDPD,2.58674e+11
PAK,2014,NGDPD,2.71422e+11
PAK,2015,NGDPD,2.9993e+11
PAK,2016,NGDPD,3.13623e+11
PAK,2017,NGDPD,3.39229e+11
PAK,2018,NGDPD,3.56163e+11
PAK,2019,NGDPD,3.21071e+11
PAK,2020,NGDPD,3.0041e+11
PAK,2021,NGDPD,3.48481e+11
PAK,2022,NGDPD,3.7485e+11
PAK,2023,NGDPD,3.36555e+11
PAK,2024,NGDPD,3.71408e+11
PAN,2000,NGDPD,1.2962e+10
PAN,2001,NGDPD,1.3171e+10
PAN,2002,NGDPD,1.3689e+10
PAN,2003,NGDPD,1.4426e+10
PAN,2004,NGDPD,1.5816e+10
PAN,2005,NGDPD,1.725e+10
PAN,2006,NGDPD,1.9116e+10
PAN,2007,NGDPD,2.2079e+10
PAN,2008,NGDPD,2.6081e+10
PAN,2009,NGDPD,2.8114e+10
PAN,2010,NGDPD,3.0523e+10
PAN,2011,NGDPD,3.5961e+10
PAN,2012,NGDPD,4.1916e+10
PAN,2013,NGDPD,4.7276e+10
PAN,2014,NGDPD,5.1757e+10
PAN,2015,NGDPD,5.608e+10
PAN,2016,NGDPD,6.0037e+10
PAN,2017,NGDPD,6.449e+10
PAN,2018,NGDPD,6.7316e+10
PAN,2019,NGDPD,6.9779e+10
PAN,2020,NGDPD,5.706e+10
PAN,2021,NGDPD,6.7396e+10
PAN,2022,NGDPD,7.6479e+10
PAN,2023,NGDPD,8.3812e+10
PAN,2024,NGDPD,8.6524e+10
PER,2000,NGDPD,5.0414e+10
PER,2001,NGDPD,5.1034e+10
PER,2002,NGDPD,5.3954e+10
PER,2003,NGDPD,5.8537e+10
PER,2004,NGDPD,6.6126e+10
PER,2005,NGDPD,7.4232e+10
PER,2006,NGDPD,8.7459e+10
PER,2007,NGDPD,1.02187e+11
PER,2008,NGDPD,1.20898e+11
PER,2009,NGDPD,1.22214e+11
PER,2010,NGDPD,1.49284e+11
PER,2011,NGDPD,1.70662e+11
PER,2012,NGDPD,1.93021e+11
PER,2013,NGDPD,2.03056e+11
PER,2014,NGDPD,2.042e+11
PER,2015,NGDPD,1.94425e+11
PER,2016,NGDPD,1.9894e+11
PER,2017,NGDPD,2.19525e+11
PER,2018,NGDPD,2.29824e+11
PER,2019,NGDPD,2.36414e+11
PER,2020,NGDPD,2.09984e+11
PER,2021,NGDPD,2.29832e+11
PER,2022,NGDPD,2.48204e+11
PER,2023,NGDPD,2.7178e+11
PER,2024,NGDPD,2.94675e+11
PHL,2000,NGDPD,8.3667e+10
PHL,2001,NGDPD,7.8921e+10
PHL,2002,NGDPD,8.4307e+10
PHL,2003,NGDPD,8.7039e+10
PHL,2004,NGDPD,9.5002e+10
PHL,2005,NGDPD,1.0742e+11
PHL,2006,NGDPD,1.27653e+11
PHL,2007,NGDPD,1.5598e+11
PHL,2008,NGDPD,1.81007e+11
PHL,2009,NGDPD,1.76132e+11
PHL,2010,NGDPD,2.08369e+11
PHL,2011,NGDPD,2.34217e+11
PHL,2012,NGDPD,2.6192e+11
PHL,2013,NGDPD,2.83903e+11
PHL,2014,NGDPD,2.97484e+11
PHL,2015,NGDPD,3.06446e+11
PHL,2016,NGDPD,3.18627e+11
PHL,2017,NGDPD,3.28481e+11
PHL,2018,NGDPD,3.46842e+11
PHL,2019,NGDPD,3.76823e+11
PHL,2020,NGDPD,3.61751e+11
PHL,2021,NGDPD,3.94087e+11
PHL,2022,NGDPD,4.04353e+11
PHL,2023,NGDPD,4.37055e+11
PHL,2024,NGDPD,4.61617e+11
POL,2000,NGDPD,1.72151e+11
POL,2001,NGDPD,1.91403e+11
POL,2002,NGDPD,1.99694e+11
POL,2003,NGDPD,2.18561e+11
POL,2004,NGDPD,2.56454e+11
POL,2005,NGDPD,3.07158e+11
POL,2006,NGDPD,3.45898e+11
POL,2007,NGDPD,4.29715e+11
POL,2008,NGDPD,5.35612e+11
POL,2009,NGDPD,4.40954e+11
POL,2010,NGDPD,4.78111e+11
POL,2011,NGDPD,5.27848e+11
POL,2012,NGDPD,4.98149e+11
POL,2013,NGDPD,5.1818e+11
POL,2014,NGDPD,5.42266e+11
POL,2015,NGDPD,4.79729e+11
POL,2016,NGDPD,4.72883e+11
POL,2017,NGDPD,5.28497e+11
POL,2018,NGDPD,5.94641e+11
POL,2019,NGDPD,6.02592e+11
POL,2020,NGDPD,6.0593e+11
POL,2021,NGDPD,6.89253e+11
POL,2022,NGDPD,6.95734e+11
POL,2023,NGDPD,8.12959e+11
POL,2024,NGDPD,9.14553e+11
QAT,2000,NGDPD,1.8085e+10
QAT,2001,NGDPD,1.7498e+10
QAT,2002,NGDPD,1.9334e+10
QAT,2003,NGDPD,2.3716e+10
QAT,2004,NGDPD,3.0651e+10
QAT,2005,NGDPD,4.4636e+10
QAT,2006,NGDPD,5.8629e+10
QAT,2007,NGDPD,7.5987e+10
QAT,2008,NGDPD,1.12621e+11
QAT,2009,NGDPD,8.8196e+10
QAT,2010,NGDPD,1.19707e+11
QAT,2011,NGDPD,1.67775e+11
QAT,2012,NGDPD,1.86834e+11
QAT,2013,NGDPD,1.98728e+11
QAT,2014,NGDPD,2.06225e+11
QAT,2015,NGDPD,1.6174e+11
QAT,2016,NGDPD,1.51732e+11
QAT,2017,NGDPD,1.61099e+11
QAT,2018,NGDPD,1.83335e+11
QAT,2019,NGDPD,1.76371e+11
QAT,2020,NGDPD,1.44411e+11
QAT,2021,NGDPD,1.79732e+11
QAT,2022,NGDPD,2.35709e+11
QAT,2023,NGDPD,2.13003e+11
QAT,2024,NGDPD,2.19631e+11
ROU,2000,NGDPD,3.7447e+10
ROU,2001,NGDPD,4.0396e+10
ROU,2002,NGDPD,4.6035e+10
ROU,2003,NGDPD,5.779e+10
ROU,2004,NGDPD,7.5059e+10
ROU,2005,NGDPD,9.8547e+10
ROU,2006,NGDPD,1.22114e+11
ROU,2007,NGDPD,1.74831e+11
ROU,2008,NGDPD,2.15567e+11
ROU,2009,NGDPD,1.74572e+11
ROU,2010,NGDPD,1.70329e+11
ROU,2011,NGDPD,1.92846e+11
ROU,2012,NGDPD,1.79228e+11
ROU,2013,NGDPD,1.89839e+11
ROU,2014,NGDPD,1.99989e+11
ROU,2015,NGDPD,1.77878e+11
ROU,2016,NGDPD,1.85337e+11
ROU,2017,NGDPD,2.1053e+11
ROU,2018,NGDPD,2.43651e+11
ROU,2019,NGDPD,2.51652e+11
ROU,2020,NGDPD,2.52372e+11
ROU,2021,NGDPD,2.86783e+11
ROU,2022,NGDPD,2.96928e+11
ROU,2023,NGDPD,3.50847e+11
ROU,2024,NGDPD,3.82854e+11
SAU,2000,NGDPD,1.89515e+11
SAU,2001,NGDPD,1.84138e+11
SAU,2002,NGDPD,1.89606e+11
SAU,2003,NGDPD,2.15808e+11
SAU,2004,NGDPD,2.58742e+11
SAU,2005,NGDPD,3.28205e+11
SAU,2006,NGDPD,3.76398e+11
SAU,2007,NGDPD,4.15687e+11
SAU,2008,NGDPD,5.19797e+11
SAU,2009,NGDPD,4.29098e+11
SAU,2010,NGDPD,5.28207e+11
SAU,2011,NGDPD,6.80661e+11
SAU,2012,NGDPD,7.51921e+11
SAU,2013,NGDPD,7.69755e+11
SAU,2014,NGDPD,7.87153e+11
SAU,2015,NGDPD,6.93415e+11
SAU,2016,NGDPD,6.89279e+11
SAU,2017,NGDPD,7.41266e+11
SAU,2018,NGDPD,8.86564e+11
SAU,2019,NGDPD,8.88888e+11
SAU,2020,NGDPD,7.67303e+11
SAU,2021,NGDPD,9.82661e+11
SAU,2022,NGDPD,1.239075e+12
SAU,2023,NGDPD,1.218585e+12
SAU,2024,NGDPD,1.239805e+12
SEN,2000,NGDPD,6.016e+09
SEN,2001,NGDPD,6.508e+09
SEN,2002,NGDPD,7.001e+09
SEN,2003,NGDPD,8.767e+09
SEN,2004,NGDPD,1.0072e+10
SEN,2005,NGDPD,1.1015e+10
SEN,2006,NGDPD,1.1699e+10
SEN,2007,NGDPD,1.3996e+10
SEN,2008,NGDPD,1.6852e+10
SEN,2009,NGDPD,1.6128e+10
SEN,2010,NGDPD,1.6134e+10
SEN,2011,NGDPD,1.7811e+10
SEN,2012,NGDPD,1.7672e+10
SEN,2013,NGDPD,1.8919e+10
SEN,2014,NGDPD,1.9802e+10
SEN,2015,NGDPD,1.7777e+10
SEN,2016,NGDPD,1.9035e+10
SEN,2017,NGDPD,2.0989e+10
