Date,Brent,OVX,SaudiArabia,Qatar,Kazakhstan,Bahrain,Colombia,Mexico,Brazil,Turkey,SouthAfrica,Chile,Philippines,Egypt,Indonesia,Poland
2022-10-28,95.7699966430664,47.810001373291016,68.06,59.08,260.3,283.38,334.1799,159.2,274.79,654.25,295.23,149.49,128.58,1026.32,139.32,147.86
2022-11-04,98.56999969482422,47.5,68.17,58.73,257.74,270.87,362.51,157.93,256.29,621.75,292.2,147.45,128.59,1152.16,141.31,147.67
2022-11-11,95.98999786376952,42.060001373291016,58.16,48.21,243.15,243.44,296.1699,136.1,265.82,549.32,241.45,115.87,100.0,920.64,106.89,137.8
2022-11-18,87.62000274658203,45.93000030517578,60.6,48.14,235.38,244.62,299.3101,139.32,267.15,580.82,258.95,122.53,106.41,890.26,112.31,131.88
2022-11-25,83.62999725341797,50.15999984741211,58.68,46.24,231.16,233.49,282.8201,126.85,257.8,528.29,238.05,113.22,89.13,845.46,95.06,132.79
2022-12-02,85.56999969482422,45.7599983215332,59.15,47.71,228.27,228.61,266.0801,125.05,233.61,506.56,263.72,108.06,89.13,761.15,90.12,124.86
2022-12-09,76.0999984741211,46.93000030517578,60.62,49.17,228.34,228.7,266.6201,129.36,236.89,518.51,258.67,109.98,101.97,807.44,101.97,117.41
2022-12-16,79.04000091552734,42.290000915527344,58.68,47.25,228.19,218.64,273.6599,132.2,253.93,530.38,268.99,112.99,95.05,863.99,98.02,117.39
2022-12-23,83.91999816894531,41.209999084472656,58.62,47.17,228.39,218.84,276.49,132.3,251.82,512.12,253.78,109.52,100.49,865.36,101.48,117.41
2022-12-30,85.91000366210938,41.2599983215332,62.11,49.15,231.36,226.27,270.9299,130.13,250.54,506.81,250.51,108.41,96.04,867.25,98.02,114.92
2023-01-06,78.56999969482422,42.93999862670898,62.32,49.45,224.82,238.84,266.98,132.77,247.03,520.12,246.23,114.19,95.05,823.59,97.03,114.84
2023-01-13,85.27999877929688,38.18999862670898,64.07,46.6,225.56,237.81,263.1699,126.07,239.22,549.1,240.04,114.21,90.12,764.21,90.11,116.91
2023-01-20,87.62999725341797,37.810001373291016,63.08,47.12,211.2,233.81,264.5,123.06,243.13,553.86,257.38,112.64,89.11,737.8,87.13,114.93
2023-01-27,86.66000366210938,38.59999847412109,61.63,45.18,195.8,236.54,258.3401,116.62,229.27,549.69,249.47,100.9,86.14,810.03,84.17,109.94
2023-02-03,79.94000244140625,39.47999954223633,59.97,42.96,181.25,222.0,250.73,109.01,219.82,518.97,240.38,95.05,81.21,822.17,78.25,100.0
2023-02-10,86.38999938964844,35.88999938964844,65.11,46.16,180.99,233.33,269.78,119.71,231.55,548.55,255.3,99.99,90.1,1014.48,88.12,96.02
2023-02-17,83.0,36.040000915527344,65.66,46.24,178.95,233.21,286.8899,118.46,227.84,566.13,257.36,95.48,93.56,924.76,94.55,97.51
2023-02-24,83.16000366210938,37.25,65.0,45.5,169.39,233.82,285.4199,117.01,232.53,571.13,263.62,91.85,92.07,953.44,93.56,97.5
2023-03-03,85.83000183105469,35.20000076293945,57.68,42.25,169.13,223.31,266.25,107.36,216.36,552.37,242.25,87.73,88.13,1132.9,91.1,92.05
2023-03-10,82.77999877929688,36.7599983215332,60.38,44.55,168.71,222.65,283.77,116.24,222.85,517.91,259.12,100.85,96.04,1233.09,99.01,89.14
2023-03-17,72.97000122070312,51.47999954223633,67.03,46.91,159.99,245.42,327.53,138.1,244.6,531.76,284.55,115.74,99.0,1491.59,101.48,100.0
2023-03-24,74.98999786376953,48.36000061035156,69.17,50.29,162.0,252.28,321.97,138.25,245.67,535.52,298.52,118.75,110.78,1407.73,112.74,102.97
2023-03-31,79.7699966430664,40.34000015258789,62.72,44.09,166.4,243.42,279.8401,118.76,224.04,514.4,269.98,102.9,93.08,1311.46,95.06,101.98
2023-04-07,85.12000274658203,34.7599983215332,64.16,43.51,166.52,253.46,290.01,123.9,230.69,547.26,285.65,110.73,90.13,1369.33,91.61,100.0
2023-04-14,86.30999755859375,32.5099983215332,61.06,41.61,164.24,249.97,274.5,114.06,214.76,522.14,271.76,103.56,87.16,1473.03,88.16,95.02
2023-04-21,81.66000366210938,35.16999816894531,62.14,42.72,164.11,255.59,279.48,118.99,226.58,550.33,283.15,104.85,93.58,1625.64,94.57,95.03
2023-04-28,79.54000091552734,35.630001068115234,62.48,43.86,161.04,257.17,293.73,112.68,217.61,532.44,275.6,99.65,95.06,1722.45,96.05,91.08
2023-05-05,75.30000305175781,37.34999847412109,65.56,44.11,161.31,260.88,299.78,119.95,222.15,551.61,282.61,98.99,99.01,1810.17,100.0,90.05
2023-05-12,74.16999816894531,37.31999969482422,66.19,43.8,161.18,263.41,304.8521,122.81,225.5,550.94,287.14,100.07,96.09,1835.67,97.57,91.6
2023-05-19,75.58000183105469,35.849998474121094,64.86,42.44,161.22,262.63,281.52,117.28,214.27,667.34,319.38,88.04,89.63,1678.99,92.1,86.09
2023-05-26,76.94999694824219,35.95000076293945,64.63,42.22,161.19,264.53,273.52,114.32,207.85,664.18,313.29,83.74,87.66,1736.34,90.63,79.14
2023-06-02,76.12999725341797,39.59999847412109,60.02,38.52,161.4,261.14,267.6101,109.61,204.62,551.2,290.95,82.88,83.2,1736.3,86.66,78.07
2023-06-09,74.79000091552734,33.70000076293945,58.1,38.64,156.35,252.96,245.95,107.4,194.11,502.22,266.74,78.19,80.21,1446.51,84.17,78.11
2023-06-16,76.61000061035156,32.9900016784668,57.1,34.64,153.13,243.12,237.92,106.67,183.58,474.13,257.64,74.58,79.72,1511.87,83.19,78.11
2023-06-23,73.8499984741211,35.36000061035156,56.97,35.32,141.51,254.52,233.16,104.98,176.72,508.05,274.84,72.65,82.71,1535.36,87.66,74.2
2023-06-30,74.9000015258789,33.279998779296875,57.42,37.23,139.58,253.73,233.53,102.79,175.95,481.96,264.16,73.13,84.16,1566.86,88.12,73.18
2023-07-07,78.47000122070312,34.54999923706055,58.2,39.76,139.56,260.55,241.37,106.06,180.19,491.58,269.21,76.71,83.66,1579.53,88.63,74.19
2023-07-14,79.87000274658203,30.0,53.56,37.06,139.69,240.35,223.23,99.04,175.02,438.41,248.51,75.72,76.71,1258.01,80.72,69.62
2023-07-21,81.06999969482422,29.649999618530277,54.17,37.22,139.59,240.01,214.19,102.54,173.93,434.45,245.19,75.21,78.2,1289.03,83.19,69.7
2023-07-28,84.98999786376953,29.40999984741211,51.24,36.3,139.55,232.96,199.25,101.14,161.84,384.48,226.94,64.78,70.83,1318.17,76.28,69.74
2023-08-04,86.23999786376953,28.059999465942383,49.37,36.43,139.47,233.67,205.35,104.92,172.32,384.82,238.02,63.41,71.25,1356.86,78.71,68.31
2023-08-11,86.80999755859375,28.040000915527344,48.14,34.14,139.65,234.3,203.78,102.96,170.72,395.06,243.6,62.27,72.28,1377.8,81.2,68.17
2023-08-18,84.80000305175781,28.43000030517578,49.74,36.77,139.58,237.98,224.05,112.84,188.2,423.01,262.97,69.29,83.17,1533.68,91.1,68.23
2023-08-25,84.4800033569336,28.809999465942383,48.67,37.17,134.69,219.44,215.56,104.94,173.67,380.78,247.29,60.27,80.67,1450.88,87.62,63.17
2023-09-01,88.55000305175781,27.479999542236328,47.43,36.69,127.74,214.48,203.78,98.02,164.85,371.73,241.31,55.29,74.25,1525.54,80.21,63.67
2023-09-08,90.6500015258789,27.15999984741211,46.69,35.2,127.75,207.59,209.68,100.98,168.75,372.54,243.3,59.27,74.74,1518.74,80.21,65.16
2023-09-15,93.93000030517578,27.15999984741211,46.16,35.19,127.76,206.61,204.77,105.93,165.79,387.8,244.81,58.28,71.76,1460.83,77.71,63.67
2023-09-22,93.2699966430664,30.61000061035156,49.52,37.82,133.22,212.02,222.77,122.68,180.2,374.62,261.66,68.29,81.71,1471.36,89.62,67.23
2023-09-29,95.30999755859376,32.2400016784668,53.47,40.28,133.24,218.0,238.47,128.61,186.1,392.33,277.77,74.21,85.17,1518.43,92.59,69.21
2023-10-06,84.58000183105469,35.68000030517578,56.87,42.16,133.31,234.02,256.1299,130.61,190.1,400.88,283.04,79.15,93.05,1702.36,100.99,73.13
2023-10-13,90.88999938964844,44.2400016784668,77.11,72.14,133.23,267.13,245.09,126.6,183.11,409.96,279.69,77.22,85.18,1865.58,95.06,73.19
2023-10-20,92.16000366210938,43.790000915527344,70.46,64.37,135.78,265.37,244.86,135.04,192.63,422.07,289.07,81.71,94.33,1911.98,103.91,70.52
2023-10-27,90.4800033569336,46.63999938964844,69.67,58.72,136.56,257.38,234.49,129.56,186.08,405.41,281.09,80.18,92.57,1718.4,101.48,69.23
2023-11-03,84.88999938964844,38.52999877929688,66.51,56.7,134.41,249.6,216.39,119.73,179.32,389.83,271.12,76.9,89.13,1662.38,97.39,66.08
2023-11-10,81.43000030517578,39.290000915527344,57.43,46.72,136.61,230.06,212.34,105.92,163.77,371.53,260.34,66.27,78.74,1558.4,87.15,66.2
2023-11-17,80.61000061035156,40.43000030517578,54.17,44.18,136.63,224.24,201.64,98.02,152.04,339.14,239.92,60.3,70.83,1343.16,78.26,63.21
2023-11-24,80.58000183105469,43.380001068115234,52.39,42.63,136.66,221.38,197.91,98.02,147.21,332.58,239.52,59.25,68.26,1277.28,75.22,63.17
2023-12-01,78.87999725341797,35.70000076293945,52.11,42.4,136.5,214.94,181.87,96.05,143.09,329.42,232.08,54.47,68.31,1345.29,75.26,63.34
2023-12-08,75.83999633789062,36.2400016784668,53.55,44.78,119.86,216.7,179.48,97.02,147.32,326.12,230.49,57.17,68.26,1284.34,75.71,63.1
2023-12-15,76.55000305175781,35.130001068115234,51.14,44.62,111.89,203.63,166.65,89.1,137.4,286.18,211.66,51.3,62.33,1141.82,70.76,63.17
2023-12-22,79.06999969482422,33.31999969482422,52.22,45.22,111.87,201.49,156.84,90.11,132.45,278.32,203.28,49.85,62.36,1114.24,70.29,63.72
2023-12-29,77.04000091552734,36.220001220703125,52.21,45.7,109.9,202.51,156.85,88.13,131.47,280.23,203.76,50.34,62.31,1094.97,69.28,63.22
2024-01-05,78.76000213623047,36.06999969482422,56.9,50.15,109.91,211.49,174.53,99.01,141.34,300.53,221.46,59.26,67.74,1304.13,77.69,64.18
2024-01-12,78.29000091552734,40.63999938964844,61.25,53.27,109.88,217.12,167.46,88.14,128.5,303.41,219.67,52.41,62.79,1238.38,74.22,62.29
2024-01-19,78.55999755859375,35.790000915527344,61.88,52.62,109.91,214.55,175.53,93.06,131.55,317.33,221.55,55.24,66.27,1259.44,75.22,64.16
2024-01-26,83.55000305175781,34.779998779296875,59.12,48.63,109.91,209.63,174.57,90.09,137.46,311.78,221.55,54.26,65.28,1294.29,76.7,64.66
2024-02-02,77.33000183105469,34.849998474121094,54.48,43.2,109.95,209.99,181.73,87.07,135.62,327.17,228.39,53.09,64.25,1155.05,74.7,64.53
2024-02-09,82.19000244140625,32.439998626708984,53.65,41.67,104.95,204.66,184.37,89.1,135.49,303.78,233.32,56.25,62.28,1012.03,74.21,64.66
2024-02-16,83.47000122070312,30.84000015258789,55.61,41.13,104.96,204.75,171.69,88.1,130.62,291.19,234.42,52.23,62.77,1052.22,71.71,68.12
2024-02-23,81.62000274658203,31.309999465942383,53.2,38.74,111.88,202.59,160.85,82.18,122.68,286.0,225.38,47.34,60.29,985.8,68.24,66.69
2024-03-01,83.55000305175781,31.07999992370605,52.01,37.81,112.86,201.5,153.92,83.19,124.63,295.47,228.93,45.41,62.28,591.28,70.24,68.21
2024-03-08,82.08000183105469,29.63999938964844,50.96,37.74,112.88,193.74,160.88,86.13,129.59,320.25,225.42,49.33,62.3,544.3,70.25,68.17
2024-03-15,85.33999633789062,29.770000457763672,51.63,37.64,111.91,188.95,159.02,85.11,124.71,309.88,222.69,51.22,59.31,588.89,68.25,67.13
2024-03-22,85.43000030517578,26.920000076293945,52.29,37.35,117.38,193.4,174.35,93.08,135.42,314.19,250.16,55.35,61.35,530.22,72.27,72.71
2024-03-29,87.4800033569336,26.270000457763672,52.24,37.78,117.4,193.49,172.46,92.08,138.42,300.79,254.23,54.82,63.32,549.56,73.25,73.17
2024-04-05,91.16999816894533,32.36000061035156,57.1,45.09,117.45,190.89,176.61,95.04,147.39,293.63,246.87,56.18,66.75,552.59,76.69,72.1
2024-04-12,90.4499969482422,32.189998626708984,63.23,52.27,117.38,196.44,183.16,101.97,153.11,304.69,254.12,63.29,64.82,588.24,75.24,72.21
2024-04-19,87.29000091552734,31.86000061035156,60.19,49.72,117.4,203.48,194.97,100.98,162.0,310.51,251.53,64.25,68.76,694.07,81.18,72.17
2024-04-26,89.5,27.809999465942383,56.2,47.21,115.83,193.65,187.16,97.03,150.21,296.13,241.87,60.28,68.75,652.62,79.18,72.67
2024-05-03,82.95999908447266,28.09000015258789,52.34,42.35,115.8,188.43,180.17,93.09,137.36,285.04,229.81,57.39,65.3,601.48,74.3,71.74
2024-05-10,82.79000091552734,27.8799991607666,50.17,38.15,111.89,178.88,174.58,94.05,139.47,268.12,221.46,54.26,64.27,589.84,72.24,71.13
2024-05-17,83.9800033569336,28.059999465942383,50.18,37.17,97.02,173.94,173.6,90.09,139.47,263.3,216.55,48.26,62.28,532.28,70.25,68.15
2024-05-24,82.12000274658203,27.559999465942383,49.22,37.23,97.02,173.9,192.2,93.06,146.34,263.25,222.29,53.26,64.26,562.24,72.23,68.18
2024-05-31,81.62000274658203,30.34000015258789,50.26,38.28,97.03,173.84,191.15,94.06,143.35,259.2,236.85,50.33,65.75,588.41,72.72,69.2
2024-06-07,79.62000274658203,26.420000076293945,51.54,39.0,97.01,179.22,184.67,108.93,146.52,257.01,232.6,50.1,66.24,564.73,72.71,64.08
2024-06-14,82.62000274658203,24.709999084472656,52.22,38.76,97.02,178.89,198.07,109.88,158.11,274.94,219.33,53.29,68.77,605.98,76.72,64.23
2024-06-21,85.23999786376953,24.739999771118164,53.19,41.72,97.02,178.94,202.97,105.93,165.01,271.13,207.66,55.25,69.74,613.63,77.7,67.19
2024-06-28,86.41000366210938,26.540000915527344,54.16,41.18,97.02,183.91,195.18,109.89,169.97,271.35,210.68,57.23,70.21,627.91,78.17,67.67
2024-07-05,86.54000091552734,23.780000686645508,52.8,40.36,97.03,178.77,183.19,103.94,156.0,257.24,200.66,52.38,65.77,589.71,74.22,66.77
2024-07-12,85.02999877929688,24.1200008392334,50.72,39.76,97.02,178.91,174.51,100.0,145.28,251.66,193.01,49.32,63.78,579.21,71.73,66.21
2024-07-19,82.62999725341797,26.82999992370605,51.14,37.17,97.02,174.1,188.39,108.91,157.2,262.77,199.07,56.21,68.71,578.2,76.68,66.15
2024-07-26,81.12999725341797,29.770000457763672,55.23,37.3,97.03,176.91,184.3,107.9,155.12,255.55,196.91,56.29,66.75,601.04,75.7,66.23
2024-08-02,76.80999755859375,38.83000183105469,60.39,43.04,97.04,178.5,200.42,119.66,170.46,286.95,207.16,64.42,68.25,671.26,77.21,66.39
2024-08-09,79.66000366210938,33.369998931884766,61.65,41.71,97.02,182.91,201.98,114.82,163.96,276.34,202.91,61.23,70.23,689.0,80.17,67.18
2024-08-16,79.68000030517578,31.0,61.67,41.74,97.02,182.88,181.36,106.42,151.15,266.49,191.12,54.79,63.31,691.38,72.76,67.2
2024-08-23,79.0199966430664,30.540000915527344,59.25,40.34,97.03,182.76,171.58,105.92,145.24,265.25,185.12,50.36,60.3,691.63,70.25,67.25
2024-08-30,78.80000305175781,33.36000061035156,59.13,40.17,97.02,183.0,177.63,113.36,149.31,265.75,185.38,50.22,57.78,694.66,67.26,67.15
2024-09-06,71.05999755859375,37.58000183105469,54.26,38.33,97.03,176.89,192.07,119.75,156.07,280.04,185.18,53.32,58.8,623.81,70.73,67.24
2024-09-13,71.61000061035156,35.220001220703125,57.22,38.3,97.02,172.03,188.19,107.9,152.17,267.9,185.22,51.31,60.81,635.72,70.25,66.23
2024-09-20,74.48999786376953,32.220001220703125,60.19,40.27,102.83,179.87,195.88,117.77,155.06,269.14,190.09,55.27,59.8,567.19,70.25,71.14
2024-09-27,71.9800033569336,39.619998931884766,62.26,40.35,102.83,180.76,198.68,119.72,153.03,267.87,178.24,54.34,58.85,624.23,68.78,71.18
2024-10-04,78.05000305175781,46.369998931884766,66.51,44.95,102.85,190.72,186.54,113.89,143.49,274.91,178.77,53.06,59.17,630.91,69.25,69.04
2024-10-11,79.04000091552734,52.68000030517578,66.2,45.26,102.83,183.8,188.96,118.75,155.06,273.94,178.34,57.27,58.83,641.63,69.76,69.21
2024-10-18,73.05999755859375,47.220001220703125,66.2,45.25,102.83,183.82,187.04,120.72,150.16,273.98,178.36,57.27,57.35,583.95,67.79,69.2
2024-10-25,76.05000305175781,48.970001220703125,66.17,44.2,102.83,188.85,197.8,119.76,157.09,271.25,185.31,55.23,58.84,621.21,68.78,68.18
2024-11-01,73.0999984741211,44.13999938964844,62.15,42.16,104.95,186.93,208.49,127.38,155.39,264.48,190.18,58.42,61.36,602.71,71.27,70.13
2024-11-08,73.87000274658203,38.7599983215332,63.18,42.18,96.02,185.79,178.31,119.77,155.15,252.74,178.48,55.23,59.34,554.62,68.78,65.17
2024-11-15,71.04000091552734,35.06999969482422,63.23,42.78,94.05,187.13,190.24,126.64,164.83,256.37,188.59,61.27,61.31,591.57,71.25,66.23
2024-11-22,75.16999816894531,35.7400016784668,60.19,40.21,103.96,185.78,183.05,124.7,155.14,255.24,183.81,56.24,63.29,572.5,73.23,67.18
2024-11-29,72.94000244140625,34.95000076293945,59.25,39.8,103.96,184.68,178.32,123.2,161.46,251.12,181.74,54.79,65.28,543.88,75.23,68.22
2024-12-06,71.12000274658203,30.979999542236328,60.24,40.26,94.04,182.64,175.99,119.25,166.38,241.9,174.04,53.8,62.75,523.82,72.22,62.24
2024-12-13,74.48999786376953,34.91999816894531,62.64,42.14,100.0,183.8,175.39,120.29,172.43,247.11,179.6,56.19,61.77,534.21,71.23,65.15
2024-12-20,72.94000244140625,29.270000457763672,64.72,43.76,95.04,186.55,187.69,131.1,200.14,256.52,187.06,60.27,65.29,561.38,76.22,73.18
2024-12-27,74.16999816894531,30.209999084472656,64.68,43.71,95.03,186.65,187.8,132.62,205.02,257.68,190.09,63.21,67.23,563.59,77.19,71.16
